panel,n,m,replication,throughput,mean,halfwidth,warmup,steps,seed,loops
table2c_dual_staggered_turnaround,5,4,1,3.370851880,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,2,3.371006767,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,3,3.369919549,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,4,3.370352632,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,5,3.370570677,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,6,3.371271429,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,7,3.370804511,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,8,3.370173684,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,9,3.370705263,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,10,3.369879699,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,11,3.370670677,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,12,3.370415789,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,13,3.370240602,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,14,3.370526316,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,15,3.369934586,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,16,3.370383459,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,17,3.370424060,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,18,3.369301504,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,19,3.370989474,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,20,3.371563158,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,21,3.370156391,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,22,3.370242105,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,23,3.370017293,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,24,3.369820301,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,25,3.370466917,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,26,3.369463910,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,27,3.370451128,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,28,3.370290226,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,29,3.370109774,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,4,30,3.369505263,3.370350301,0.000192220,20000,1330000,20260901,"28 28 29 30"
table2c_dual_staggered_turnaround,5,5,1,3.857662406,3.857909724,0.000178199,20000,1330000,20260901,"28 28 29 30 31"
